date,schema_version,source,lag_days,trend_tag,volatility_tag,drawdown_tag,breadth_tag,dispersion_tag,llm_style_summary
2023-11-09,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,stress,broad,normal,balanced
2023-11-10,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,stress,broad,normal,balanced
2023-11-13,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,stress,broad,normal,balanced
2023-11-14,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,high,stress,broad,normal,risk_off_stress
2023-11-15,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,high,stress,broad,high,risk_off_stress
2023-11-16,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,high,stress,broad,high,risk_off_stress
2023-11-17,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,normal,stress,weak,normal,defensive
2023-11-20,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,normal,stress,broad,normal,balanced
2023-11-21,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,normal,stress,broad,normal,balanced
2023-11-22,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,high,watch,broad,high,selective_alpha
2023-11-23,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,high,stress,broad,high,risk_off_stress
2023-11-24,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,high,stress,broad,high,risk_off_stress
2023-11-27,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,high,watch,broad,high,selective_alpha
2023-11-28,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,high,stress,broad,high,risk_off_stress
2023-11-29,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,high,stress,broad,normal,risk_off_stress
2023-11-30,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,high,watch,broad,normal,balanced
2023-12-01,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,high,stress,broad,normal,risk_off_stress
2023-12-04,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,high,stress,broad,normal,risk_off_stress
2023-12-05,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,high,stress,broad,normal,risk_off_stress
2023-12-06,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,high,stress,weak,normal,risk_off_stress
2023-12-07,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,high,stress,weak,normal,risk_off_stress
2023-12-08,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,high,stress,weak,normal,risk_off_stress
2023-12-11,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,high,stress,weak,normal,risk_off_stress
2023-12-12,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,high,stress,weak,normal,risk_off_stress
2023-12-13,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,high,stress,weak,normal,risk_off_stress
2023-12-14,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,high,stress,weak,normal,risk_off_stress
2023-12-15,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,high,stress,weak,normal,risk_off_stress
2023-12-18,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,high,stress,weak,normal,risk_off_stress
2023-12-19,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,high,stress,weak,normal,risk_off_stress
2023-12-20,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,normal,stress,weak,normal,defensive
2023-12-21,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,normal,stress,weak,normal,defensive
2023-12-22,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,normal,stress,weak,normal,defensive
2023-12-27,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,normal,stress,weak,normal,defensive
2023-12-28,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,normal,stress,weak,normal,defensive
2023-12-29,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,normal,stress,weak,normal,defensive
2024-01-02,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,normal,stress,weak,normal,defensive
2024-01-03,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,normal,stress,weak,normal,defensive
2024-01-04,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,normal,stress,weak,normal,defensive
2024-01-05,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,normal,stress,broad,normal,balanced
2024-01-08,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,stress,broad,normal,balanced
2024-01-09,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,normal,stress,broad,normal,balanced
2024-01-10,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,normal,stress,broad,normal,balanced
2024-01-11,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,stress,broad,normal,balanced
2024-01-12,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,stress,broad,normal,balanced
2024-01-15,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,normal,stress,broad,normal,balanced
2024-01-16,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,normal,stress,broad,normal,balanced
2024-01-17,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,normal,stress,broad,normal,balanced
2024-01-18,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,stress,broad,normal,balanced
2024-01-19,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,normal,stress,broad,normal,balanced
2024-01-22,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,stress,broad,normal,balanced
2024-01-23,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,normal,stress,weak,normal,defensive
2024-01-24,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,normal,stress,weak,normal,defensive
2024-01-25,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,normal,stress,weak,normal,defensive
2024-01-26,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,normal,stress,weak,normal,defensive
2024-01-29,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,high,stress,weak,normal,risk_off_stress
2024-01-30,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,high,stress,weak,normal,risk_off_stress
2024-01-31,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,high,stress,weak,normal,risk_off_stress
2024-02-01,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,high,stress,weak,normal,risk_off_stress
2024-02-02,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,high,stress,weak,normal,risk_off_stress
2024-02-05,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,high,stress,weak,normal,risk_off_stress
2024-02-06,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,high,stress,weak,normal,risk_off_stress
2024-02-07,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,high,stress,weak,normal,risk_off_stress
2024-02-08,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,high,stress,weak,normal,risk_off_stress
2024-02-09,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,high,stress,weak,high,risk_off_stress
2024-02-14,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,high,stress,weak,high,risk_off_stress
2024-02-15,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,high,stress,broad,high,risk_off_stress
2024-02-16,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,high,stress,broad,high,risk_off_stress
2024-02-19,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,high,stress,weak,high,risk_off_stress
2024-02-20,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,high,stress,weak,high,risk_off_stress
2024-02-21,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,high,stress,weak,high,risk_off_stress
2024-02-22,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,high,stress,broad,high,risk_off_stress
2024-02-23,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,high,stress,broad,high,risk_off_stress
2024-02-26,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,high,stress,broad,high,risk_off_stress
2024-02-27,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,high,stress,broad,high,risk_off_stress
2024-02-28,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,high,stress,broad,high,risk_off_stress
2024-02-29,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,high,watch,broad,high,selective_alpha
2024-03-01,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,high,watch,broad,high,selective_alpha
2024-03-04,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,high,watch,broad,high,selective_alpha
2024-03-05,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,high,calm,broad,high,selective_alpha
2024-03-06,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,high,calm,broad,high,selective_alpha
2024-03-07,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,high,calm,broad,high,selective_alpha
2024-03-08,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,calm,broad,high,selective_alpha
2024-03-11,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,high,risk_on_trend
2024-03-12,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,high,stress,broad,high,risk_off_stress
2024-03-13,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,high,watch,broad,high,selective_alpha
2024-03-14,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,watch,broad,high,risk_on_trend
2024-03-15,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,watch,broad,high,risk_on_trend
2024-03-18,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,high,risk_on_trend
2024-03-19,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,high,calm,broad,high,selective_alpha
2024-03-20,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,high,calm,broad,high,selective_alpha
2024-03-21,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,high,calm,broad,high,selective_alpha
2024-03-22,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,high,calm,broad,high,selective_alpha
2024-03-25,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,high,risk_on_trend
2024-03-26,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,high,watch,broad,high,selective_alpha
2024-03-27,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,watch,broad,high,risk_on_trend
2024-03-28,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,high,risk_on_trend
2024-04-02,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,high,watch,broad,high,selective_alpha
2024-04-03,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,high,watch,broad,high,selective_alpha
2024-04-05,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,high,watch,broad,high,balanced
2024-04-08,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,high,watch,broad,high,balanced
2024-04-09,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,high,watch,broad,high,selective_alpha
2024-04-10,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,high,calm,broad,high,selective_alpha
2024-04-11,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,high,calm,broad,high,selective_alpha
2024-04-12,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,high,watch,broad,high,selective_alpha
2024-04-15,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,high,watch,broad,high,selective_alpha
2024-04-16,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,high,calm,broad,high,selective_alpha
2024-04-17,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,high,calm,broad,high,selective_alpha
2024-04-18,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,high,calm,broad,high,selective_alpha
2024-04-19,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,watch,weak,normal,balanced
2024-04-22,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,watch,weak,normal,balanced
2024-04-23,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,stress,weak,normal,balanced
2024-04-24,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,stress,weak,normal,balanced
2024-04-25,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,stress,weak,normal,balanced
2024-04-26,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,stress,weak,normal,balanced
2024-04-29,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,high,stress,weak,normal,risk_off_stress
2024-04-30,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,watch,weak,normal,balanced
2024-05-02,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,normal,risk_on_trend
2024-05-03,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,normal,risk_on_trend
2024-05-06,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,normal,risk_on_trend
2024-05-07,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,normal,risk_on_trend
2024-05-08,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,normal,risk_on_trend
2024-05-09,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,normal,risk_on_trend
2024-05-10,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,normal,risk_on_trend
2024-05-13,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,normal,risk_on_trend
2024-05-14,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,normal,risk_on_trend
2024-05-16,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,high,risk_on_trend
2024-05-17,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,high,risk_on_trend
2024-05-20,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,high,risk_on_trend
2024-05-21,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,high,risk_on_trend
2024-05-22,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,high,risk_on_trend
2024-05-23,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,high,risk_on_trend
2024-05-24,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,high,risk_on_trend
2024-05-27,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,high,risk_on_trend
2024-05-28,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,watch,broad,high,risk_on_trend
2024-05-29,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,watch,broad,high,risk_on_trend
2024-05-30,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,watch,broad,high,risk_on_trend
2024-05-31,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,stress,broad,high,risk_on_trend
2024-06-03,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,stress,broad,high,risk_on_trend
2024-06-04,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,stress,broad,high,risk_on_trend
2024-06-05,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,stress,broad,high,risk_on_trend
2024-06-06,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,stress,broad,high,risk_on_trend
2024-06-07,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,stress,weak,high,selective_alpha
2024-06-11,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,stress,broad,high,selective_alpha
2024-06-12,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,stress,broad,normal,balanced
2024-06-13,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,stress,weak,normal,balanced
2024-06-14,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,stress,broad,normal,balanced
2024-06-17,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,stress,weak,normal,balanced
2024-06-18,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,stress,weak,normal,balanced
2024-06-19,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,stress,weak,normal,balanced
2024-06-20,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,stress,weak,normal,balanced
2024-06-21,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,stress,weak,normal,balanced
2024-06-24,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,stress,weak,normal,balanced
2024-06-25,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,stress,weak,normal,balanced
2024-06-26,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,stress,weak,normal,balanced
2024-06-27,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,stress,weak,normal,balanced
2024-06-28,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,stress,weak,normal,balanced
2024-07-02,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,stress,weak,normal,balanced
2024-07-03,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,stress,weak,normal,balanced
2024-07-04,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,stress,weak,normal,balanced
2024-07-05,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,stress,weak,normal,balanced
2024-07-08,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,stress,weak,normal,balanced
2024-07-09,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,stress,weak,normal,balanced
2024-07-10,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,stress,weak,normal,balanced
2024-07-11,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,stress,weak,normal,balanced
2024-07-12,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,stress,weak,normal,balanced
2024-07-15,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,stress,weak,normal,balanced
2024-07-16,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,normal,stress,weak,normal,defensive
2024-07-17,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,normal,stress,weak,normal,defensive
2024-07-18,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,stress,broad,normal,risk_on_trend
2024-07-19,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,stress,broad,normal,risk_on_trend
2024-07-22,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,stress,broad,normal,risk_on_trend
2024-07-23,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,stress,broad,normal,risk_on_trend
2024-07-24,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,stress,broad,normal,risk_on_trend
2024-07-25,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,stress,weak,normal,balanced
2024-07-26,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,stress,weak,normal,balanced
2024-07-29,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,stress,broad,normal,risk_on_trend
2024-07-30,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,stress,broad,normal,balanced
2024-07-31,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,stress,weak,normal,balanced
2024-08-01,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,normal,stress,weak,normal,defensive
2024-08-02,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,normal,stress,weak,normal,defensive
2024-08-05,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,normal,stress,broad,normal,balanced
2024-08-06,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,normal,stress,weak,normal,defensive
2024-08-07,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,normal,stress,weak,normal,defensive
2024-08-08,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,normal,stress,weak,normal,defensive
2024-08-09,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,normal,stress,weak,normal,defensive
2024-08-12,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,normal,stress,weak,normal,defensive
2024-08-13,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,normal,stress,weak,normal,defensive
2024-08-14,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,normal,stress,broad,normal,balanced
2024-08-15,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,normal,stress,weak,normal,defensive
2024-08-16,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,normal,stress,weak,normal,defensive
2024-08-19,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,normal,stress,weak,normal,defensive
2024-08-20,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,normal,stress,broad,normal,balanced
2024-08-21,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,normal,stress,weak,normal,defensive
2024-08-22,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,down,normal,stress,weak,normal,defensive
2024-08-23,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,stress,broad,normal,balanced
2024-08-26,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,watch,broad,normal,balanced
2024-08-27,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,stress,broad,normal,balanced
2024-08-28,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,stress,broad,normal,balanced
2024-08-29,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,watch,broad,normal,balanced
2024-08-30,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,watch,broad,normal,balanced
2024-09-02,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,watch,broad,normal,balanced
2024-09-03,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,up,normal,calm,broad,normal,risk_on_trend
2024-09-04,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,watch,broad,normal,balanced
2024-09-05,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,watch,broad,normal,balanced
2024-09-09,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,calm,broad,high,selective_alpha
2024-09-10,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,watch,broad,normal,balanced
2024-09-11,case_lingxi_market_tags_v1,deterministic_lagged_context_proxy_for_llm_tags,5,mixed,normal,watch,broad,normal,balanced
